491,0,-51.19095230102539,-38.19098663330078
491,1,-51.189056396484375,-37.8875617980957
491,2,-51.18693161010742,-37.53544998168945
491,3,-51.18456268310547,-37.14453125
491,4,-51.18228530883789,-36.765018463134766
491,5,-51.17940902709961,-36.284297943115234
491,6,-51.17662048339844,-35.81243896484375
491,7,-51.173675537109375,-35.32057189941406
491,8,-51.17058181762695,-34.80253982543945
491,9,-51.16738510131836,-34.25710678100586
491,10,-51.1640510559082,-33.69176483154297
491,11,-51.16045379638672,-33.08039474487305
491,12,-51.15702438354492,-32.50128173828125
491,13,-51.15327453613281,-31.873300552368164
491,14,-51.14925003051758,-31.19227409362793
491,15,-51.145267486572266,-30.510019302368164
491,16,-51.14101791381836,-29.79204559326172
491,17,-51.13660430908203,-29.058019638061523
491,18,-51.13232421875,-28.335529327392578
491,19,-51.12820816040039,-27.644933700561523
491,20,-51.12428283691406,-26.986196517944336
491,21,-51.120365142822266,-26.33000946044922
491,22,-51.1163215637207,-25.653221130371094
491,23,-51.11231231689453,-24.96842384338379
491,24,-51.10882568359375,-24.365489959716797
491,25,-51.1048583984375,-23.679460525512695
491,26,-51.10115432739258,-23.056596755981445
491,27,-51.09762191772461,-22.459659576416016
491,28,-51.09422302246094,-21.883190155029297
491,29,-51.090614318847656,-21.27276039123535
491,30,-51.08717727661133,-20.69284439086914
491,31,-51.08346176147461,-20.066896438598633
491,32,-51.080448150634766,-19.56174087524414
491,33,-51.07684326171875,-18.95665168762207
491,34,-51.073787689208984,-18.443378448486328
491,35,-51.070980072021484,-17.968549728393555
491,36,-51.06804656982422,-17.566341400146484
491,37,-51.06209945678711,-17.21022605895996
491,38,-51.05652618408203,-16.901700973510742
491,39,-51.0518798828125,-16.640897750854492
491,40,-51.0479736328125,-16.41520881652832
491,41,-51.04416275024414,-16.19011688232422
491,42,-51.04011154174805,-15.946398735046387
491,43,-51.03593063354492,-15.692079544067383
491,44,-51.03112030029297,-15.400012016296387
491,45,-51.02572250366211,-15.070853233337402
491,46,-51.01991653442383,-14.71690559387207
491,47,-51.01348114013672,-14.327825546264648
491,48,-51.00754165649414,-13.968294143676758
491,49,-50.99966049194336,-13.493549346923828
491,50,-50.99180603027344,-13.024624824523926
491,51,-50.982948303222656,-12.528160095214844
491,52,-50.96266174316406,-12.087708473205566
491,53,-50.93360137939453,-11.60343074798584
491,54,-50.904720306396484,-11.203030586242676
491,55,-50.85730743408203,-10.76380443572998
491,56,-50.80708694458008,-10.326821327209473
491,57,-50.733577728271484,-9.846035957336426
491,58,-50.647518157958984,-9.351842880249023
491,59,-50.54581069946289,-8.831001281738281
491,60,-50.4222412109375,-8.308168411254883
491,61,-50.272483825683594,-7.749991416931152
491,62,-50.09141540527344,-7.178757190704346
491,63,-49.881317138671875,-6.5638275146484375
491,64,-49.64008331298828,-5.957350730895996
491,65,-49.3665657043457,-5.350217342376709
491,66,-49.08478546142578,-4.792758941650391
491,67,-48.69355010986328,-4.119899272918701
491,68,-48.32353973388672,-3.548515558242798
491,69,-47.90084457397461,-2.96661376953125
491,70,-47.41896438598633,-2.3655779361724854
491,71,-46.87003707885742,-1.7614272832870483
491,72,-46.32101058959961,-1.2253023386001587
491,73,-45.7200927734375,-0.6897663474082947
491,74,-45.00968551635742,-0.1420285552740097
491,75,-44.30051040649414,0.329736590385437
491,76,-43.55327606201172,0.7565558552742004
491,77,-42.78804016113281,1.1260160207748413
491,78,-41.91582107543945,1.4768880605697632
491,79,-41.13361358642578,1.73477041721344
491,80,-40.28431701660156,1.9578553438186646
491,81,-39.43497085571289,2.1267051696777344
491,82,-38.614051818847656,2.2295472621917725
491,83,-37.69546890258789,2.294825315475464
491,84,-36.79396438598633,2.342923879623413
491,85,-35.98768615722656,2.3847999572753906
491,86,-35.07579040527344,2.4148008823394775
491,87,-34.228973388671875,2.440053939819336
491,88,-33.39614486694336,2.4652459621429443
491,89,-32.50510025024414,2.4918501377105713
491,90,-31.642911911010742,2.5125420093536377
491,91,-30.77360725402832,2.5242702960968018
491,92,-29.888761520385742,2.531494617462158
491,93,-29.017240524291992,2.537165880203247
491,94,-28.160837173461914,2.5436863899230957
491,95,-27.309110641479492,2.552075147628784
491,96,-26.469972610473633,2.586928367614746
491,97,-25.581960678100586,2.68403959274292
491,98,-24.761606216430664,2.8070101737976074
491,99,-23.891918182373047,2.9502475261688232
491,100,-23.05765151977539,3.0888619422912598
491,101,-22.236597061157227,3.219553232192993
491,102,-21.3483829498291,3.3504765033721924
491,103,-20.54471206665039,3.4623806476593018
491,104,-19.63630485534668,3.586662769317627
491,105,-18.80442237854004,3.702437400817871
491,106,-17.925247192382812,3.829066038131714
491,107,-17.060474395751953,3.9577834606170654
491,108,-16.199161529541016,4.088051795959473
491,109,-15.334614753723145,4.218572616577148
491,110,-14.52150821685791,4.339766979217529
491,111,-13.64597225189209,4.468137264251709
491,112,-12.786283493041992,4.592491149902344
491,113,-11.972174644470215,4.710033893585205
